,Unnamed: 0,평점,날짜,제목,내용
1373,1374,5,21.05.11.,유통기한 긴것,유통기한 긴것으로 보내주셨어요
1374,1375,5,21.05.06.,어느정도 검증된제품이라 잘쓸게요,어느정도 검증된제품이라 잘쓸게요
1375,1376,5,21.04.30.,감사해용 저렴한가격에 구매햇어,감사해용 저렴한가격에 구매햇어
1376,1377,5,21.05.17.,써보진 않앗는데 리뉴얼 되엇네요,써보진 않앗는데 리뉴얼 되엇네요
1377,1378,5,21.05.16.,아주 좋아요 모두들 사용해보세요,아주 좋아요 모두들 사용해보세요
1378,1379,4,21.01.15.,피부트러블 안일어나고 순해요 ,피부트러블 안일어나고 순해요 
1379,1380,5,21.05.19.,배송도 진짜빠르게오고 좋아요,배송도 진짜빠르게오고 좋아요
1380,1381,4,21.05.14.,좋아요,끈적임 백탁현상 없어서 좋아요
1381,1382,5,21.05.21.,최고예요,역시 쓰던제품이라 믿고씁니다
1382,1383,4,21.05.04.,쭉 써봐야겠지만 좋은것 같아요,쭉 써봐야겠지만 좋은것 같아요
1383,1384,5,21.05.04.,최고예요,끈적임이 없고 가벼워서 좋아요
1384,1385,5,21.05.12.,예민한 피부에적극추천합니다,피부가 예민해서 기존 선크림을 바르면 가렵고 답답했는데 닥터지를쓰면서 선크림 바르는것이 부담되지 않네요
1385,1386,5,21.05.05.,좋다고 해서 사봤어요 좀 하얗게 발리네요 저렴하게 구입해서 좋았습니다,좋다고 해서 사봤어요 좀 하얗게 발리네요 저렴하게 구입해서 좋았습니다
1386,1387,5,21.01.19.,떨어질 때마다 사는 제품입니당,떨어질 때마다 사는 제품입니당
1387,1388,5,21.01.08.,항상 사용하는 제품이에용ㅎㅎ,항상 사용하는 제품이에용ㅎㅎ
1388,1389,5,21.05.20.,촉촉하고 좋은데 조금 기름저요,촉촉하고 좋은데 조금 기름저요
1389,1390,5,21.05.13.,등산 다니면서 쓰려고 샀습니다,등산 다니면서 쓰려고 샀습니다
1390,1391,5,21.05.08.,성분이 좋아서 구매했어요 ㅎㅎ,성분이 좋아서 구매했어요 ㅎㅎ
1391,1392,5,피엠제이.,발리는것도 좋고 순한것같애요,발리는것도 좋고 순한것같애요
1392,1393,5,21.05.12.,아직 안 써봤지만 잘 받았어요,아직 안 써봤지만 잘 받았어요
1393,1394,3,21.05.02.,눈이시려요 예민하신분들 비추,눈이시려요 예민하신분들 비추
1394,1395,4,21.05.20.,추천해요,순하다고소문나서주문했어요
1395,1396,5,21.05.19.,썬크림은 닥터지 최고입니다,썬크림은 닥터지 최고입니다
1396,1397,5,21.05.09.,아주 촉ㅊㅗㄱ하고너무좋아요,아주 촉ㅊㅗㄱ하고너무좋아요
1397,1398,5,21.05.01.,늘 사용하는 제품이라 좋아요,늘 사용하는 제품이라 좋아요
1398,1399,5,21.05.08.,성분도 좋고 발림성도 좋아요,성분도 좋고 발림성도 좋아요
1399,1400,5,21.01.13.,느낌좋고 촉촉해요 자주써요,느낌좋고 촉촉해요 자주써요
1400,1401,4,21.05.11.,번들거림이 적어서 좋네요,번들거림이 적어서 좋네요
1401,1402,4,21.05.14.,좋아요,여름 필수품 잘 받았습니다
1402,1403,5,21.04.30.,좋아요 딸래미 선물잘쓸께요,좋아요 딸래미 선물잘쓸께요
1403,1404,5,21.01.03.,편하게 막바르기 좋아요 ,편하게 막바르기 좋아요 
1404,1405,4,21.05.06.,자외선차단 완벽하길바라며,자외선차단 완벽하길바라며
1405,1406,5,21.05.17.,몇십개 썼어요 진심운동하는 사람이라 화장을 거의 안하고 선크림만바르는데 저한테 젤 잘맞아요 평생 이 선크림만 쓸거같아요,몇십개 썼어요 진심운동하는 사람이라 화장을 거의 안하고 선크림만바르는데 저한테 젤 잘맞아요 평생 이 선크림만 쓸거같아요
1406,1407,4,피엠제이.,항상 잘쓰는 선크림입니다,항상 잘쓰는 선크림입니다
1407,1408,5,21.01.11.,만족하면서 쓰고 있어요 ,만족하면서 쓰고 있어요 
1408,1409,5,21.05.02.,성분이 좋아요 아이랑 함께,성분이 좋아요 아이랑 함께
1409,1410,5,21.05.06.,끈적임이 없이 아주 좋아요,끈적임이 없이 아주 좋아요
1410,1411,5,21.05.17.,무기자차 중에 최고인듯,무기자차 중에 최고인듯
1411,1412,5,21.05.15.,계속 사용하던 제품입니다,계속 사용하던 제품입니다
1412,1413,4,21.05.16.,끈적거리지 않아서 좋네요,끈적거리지 않아서 좋네요
1413,1414,5,21.04.22.,최고예요,눈에 자극이 없는 선크림이라 매번 요제품만 사용해요 한개가 누락되어 배송되었는데 판매자님이 빠르게 처리해주시고 미안하다고 샘플도 보내주셔서 감사했어요
1414,1415,5,21.05.20.,아주 좋아요 추천합니다,아주 좋아요 추천합니다
1415,1416,5,21.05.12.,선크림,그린 마일드 업 선 플러스
1416,1417,5,21.01.17.,피부에 부담없이 좋아용,피부에 부담없이 좋아용
1417,1418,5,21.05.19.,배송 빠르구 제품 좋아요,배송 빠르구 제품 좋아요
1418,1419,5,21.05.11.,좋아요 믿고 쓰는 닥터지,좋아요 믿고 쓰는 닥터지
1419,1420,5,21.05.13.,배송이 빨라서 좋습니다,배송이 빨라서 좋습니다
1420,1421,5,21.05.11.,남자친구가 잘 써 주겠죠,남자친구가 잘 써 주겠죠
1421,1422,5,21.05.05.,항상 쓰던거,항상 쓰던거 굳굳 좋아요
1422,1423,3,21.05.01.,비싼거 빼면 너무 좋아요,비싼거 빼면 너무 좋아요
1423,1424,5,21.05.07.,매번 쓰던거 다시 샀어요,매번 쓰던거 다시 샀어요
1424,1425,4,21.05.02.,딸이 좋아해서 사줬네요,딸이 좋아해서 사줬네요
1425,1426,5,21.05.17.,자극적이지 않아 좋아요,자극적이지 않아 좋아요
1426,1427,5,21.05.13.,배송이 매우 빨랐습니다,배송이 매우 빨랐습니다
1427,1428,5,21.01.05.,잘쓰겠습니다  갓터쥐,잘쓰겠습니다  갓터쥐
1428,1429,5,21.01.23.,보송하고 순해서 좋아요,보송하고 순해서 좋아요
1429,1430,5,21.05.06.,성분좋아서매일써요오,성분좋아서매일써요오
1430,1431,5,21.05.07.,아들이 맘에 들어하네요,아들이 맘에 들어하네요
1431,1432,5,21.04.29.,간편하게 바르기 좋아요,간편하게 바르기 좋아요
1432,1433,5,피엠제이.,너무자연스럽고 좋네요,너무자연스럽고 좋네요
1433,1434,5,21.01.21.,잘쓰고있어요 좋아요,잘쓰고있어요 좋아요
1434,1435,3,21.01.19.,사용전인데 기대합니다,사용전인데 기대합니다
1435,1436,5,21.05.17.,믿고쓰는 닥터지입니다,믿고쓰는 닥터지입니다
1436,1437,5,21.05.03.,상품좋아요 재구매해요,상품좋아요 재구매해요
1437,1438,4,21.05.21.,처음구매함니당 워낙재품평이좋아서요 사용후 리뷰 하겠슴니당,처음구매함니당 워낙재품평이좋아서요 사용후 리뷰 하겠슴니당
1438,1439,5,21.05.19.,로아가아파허푸호ㅘ나,로아가아파허푸호ㅘ나
1439,1440,3,21.05.11.,가아차츠타나카타처찰,가아차츠타나카타처찰
1440,1441,4,21.05.14.,끈적이지 안아 좋네요,끈적이지 안아 좋네요
1441,1442,5,21.05.12.,좋아요 쓰던거 또 써요,좋아요 쓰던거 또 써요
1442,1443,4,21.05.13.,순하고 좋은것 같아요,순하고 좋은것 같아요
1443,1444,5,21.05.02.,늘 쓰던거 아주 좋아요,늘 쓰던거 아주 좋아요
1444,1445,5,21.05.02.,좋습니다완점만족중임,좋습니다완점만족중임
1445,1446,5,21.05.12.,무난하게 쓰기 좋아요,무난하게 쓰기 좋아요
1446,1447,5,21.04.18.,또 구매해요 잘쓸게요,또 구매해요 잘쓸게요
1447,1448,5,21.05.12.,배송이 빠르고 좋아요,배송이 빠르고 좋아요
1448,1449,5,21.05.14.,촉촉하고 참 좋앙ㄷ,촉촉하고 참 좋앙ㄷ
1449,1450,4,피엠제이.,좋습니다 많이 파세요,좋습니다 많이 파세요
1450,1451,5,21.05.13.,당연히 재구매 사용중,당연히 재구매 사용중
1451,1452,5,21.05.16.,항상 쓰는건데 좋네요,항상 쓰는건데 좋네요
1452,1453,4,21.05.07.,꾸준히 주문하는 제품,꾸준히 주문하는 제품
1453,1454,5,21.05.03.,발림성이 완전 좋아요,발림성이 완전 좋아요
1454,1455,4,21.05.11.,번들거림없이 좋아요,번들거림없이 좋아요
1455,1456,5,피엠제이.,쓰던거 잘받았습니다,쓰던거 잘받았습니다
1456,1457,3,21.05.14.,보통입니다 그저그렇,보통입니다 그저그렇
1457,1458,5,21.05.12.,최고의 선크림입니다,최고의 선크림입니다
1458,1459,4,21.05.06.,가벽대비 대만족ㅋㅋ,가벽대비 대만족ㅋㅋ
1459,1460,4,21.01.01.,제가 속건조 지성인데 겨울에 쓰니 좀 뻑뻑한 느낌이 있긴해요 그래도 썬크림은 바르고 기름 올라오는게 싫어서 신중히 고르는데 그점은 없어서 좋네요 여름ㅇㅔ 쓰면 더 좋을듯,제가 속건조 지성인데 겨울에 쓰니 좀 뻑뻑한 느낌이 있긴해요 그래도 썬크림은 바르고 기름 올라오는게 싫어서 신중히 고르는데 그점은 없어서 좋네요 여름ㅇㅔ 쓰면 더 좋을듯
1460,1461,5,피엠제이.,좋습니다 잘 쓸세요,좋습니다 잘 쓸세요
1461,1462,3,피엠제이.,냄새가 프라스틱,냄새가 프라스틱
1462,1463,4,21.05.07.,늘 쓰는제품이에요 ,늘 쓰는제품이에요 
1463,1464,5,21.05.11.,쓰기 편하고 좋아요,쓰기 편하고 좋아요
1464,1465,5,21.05.12.,행나해서 풍성하게,행나해서 풍성하게
1465,1466,5,21.05.19.,좋아요 잘바를께요,좋아요 잘바를께요
1466,1467,5,21.05.20.,발송 빠르고 좋네요,발송 빠르고 좋네요
1467,1468,5,21.05.09.,좋습니다 굿굿 흑인,좋습니다 굿굿 흑인
1468,1469,5,21.05.21.,번째 주문넝좋음,번째 주문넝좋음
1469,1470,5,21.05.14.,잘스며들구 좋아요,잘스며들구 좋아요
1470,1471,5,21.05.09.,발림성도 좋고 향도 부담되지않고 좋네요양이 많았으면 좋겠네요,발림성도 좋고 향도 부담되지않고 좋네요양이 많았으면 좋겠네요
1471,1472,5,21.05.16.,최고예요,빠른 배송 좋아요
1472,1473,5,21.01.22.,지성에게 최고,지성에게 최고
1473,1474,5,21.05.21.,얼굴이 예민한 편이라 ㅠㅠ이썬크림은 얼굴에 맞았음 좋겠네용,얼굴이 예민한 편이라 ㅠㅠ이썬크림은 얼굴에 맞았음 좋겠네용
1474,1475,5,21.05.18.,좋아요,플러스에다가 기한도 넉넉한 상품이 왔습니다 배송도 빠릅니다
1475,1476,4,21.05.17.,좋아요,상타급입니다
1476,1477,5,21.05.18.,거의 일년 넘게 지속적으로 사용중인 제품들 입니다 감사합니다,거의 일년 넘게 지속적으로 사용중인 제품들 입니다 감사합니다
1477,1478,5,21.01.11.,늘 사용하던 제품입니다 순해서 좋아요 트러블도 안나고 유명브랜드 비싼제품 중에서 이게 제일 트러블도 없고 좋았어요,늘 사용하던 제품입니다 순해서 좋아요 트러블도 안나고 유명브랜드 비싼제품 중에서 이게 제일 트러블도 없고 좋았어요
1478,1479,5,21.05.14.,늘 애용해요,늘 애용해요
1479,1480,5,21.05.20.,산뜻할것 같아 구입했는데 아직 사용전이라 ㅠ 사용후 좋,산뜻할것 같아 구입했는데 아직 사용전이라 ㅠ사용후 좋으면 꾸준히 구입해야 겠어요
1480,1481,4,21.05.09.,좋아요,괜찬네오
1481,1482,5,21.01.09.,항상 쓰는건데 행사할때 싸게 사서 쟁여놓고 사용중이에요ㅎ 피부가 예민해서 선크림은 유일하게 닥터지만 맞더라구요 그만큼 순한거같아 좋아요,항상 쓰는건데 행사할때 싸게 사서 쟁여놓고 사용중이에요ㅎ 피부가 예민해서 선크림은 유일하게 닥터지만 맞더라구요 그만큼 순한거같아 좋아요
1482,1483,5,피엠제이.,닥터지 브라이트닝 쓰다 조금 건조한 느낌이 들어 갈아탔어요 이건 당기는 느낌도 없고 브라이트닝보다 발림이 부드럽고 좋네요,닥터지 브라이트닝 쓰다 조금 건조한 느낌이 들어 갈아탔어요 이건 당기는 느낌도 없고 브라이트닝보다 발림이 부드럽고 좋네요
1483,1484,5,21.01.20.,닥터지는 보송보송하게 발려서 여름까지 쓰기 좋아요,닥터지는 보송보송하게 발려서 여름까지 쓰기 좋아요
1484,1485,5,17.08.11.,좋습니다 생각했던것보다 촉촉하네요,화해보고 닥터지 선크림이 좋다고해서 구매했는데생각했던것보다 촉촉하네요 약간 묽은 느낌입니다 너무 묽지는 않는데예전에 사용했던 메디팜 선크림보다는 좀 묽은 느낌이고요 선크림 색상자체는 흰색입니다그리고 기대했던것보다 촉촉해서 좋네요
1485,1486,5,21.01.06.,닥터지 그린마일드 제품 바르고나서 백탁심하다는 얘기 들어본적 없습니다 남자들이여 모두 썬크림을 항상 바릅시다 그럼이만,닥터지 그린마일드 제품 바르고나서 백탁심하다는 얘기 들어본적 없습니다 남자들이여 모두 썬크림을 항상 바릅시다 그럼이만
1486,1487,5,20.12.17.,썬크림은 좋은걸로 소문이 자자해서 써보려구요손소독젤이랑 폼클렌징 이쁜색 네임텍까지 딸려와서 기분 좋네요다쓰면 또 재구매해야겠네요,썬크림은 좋은걸로 소문이 자자해서 써보려구요손소독젤이랑 폼클렌징 이쁜색 네임텍까지 딸려와서 기분 좋네요다쓰면 또 재구매해야겠네요
1487,1488,5,21.04.30.,항상 자주 애용하는 저의 꿀템 닥터지 역시 닥터디,항상 자주 애용하는 저의 꿀템 닥터지 역시 닥터디
1488,1489,5,21.01.20.,한달후기입니다 닥터지 썬크림추천합니다,한달후기입니다 닥터지 썬크림추천합니다
1489,1490,5,21.05.18.,최저가라서 구매했어요 정품이라 믿어요ㅠ,최저가라서 구매했어요 정품이라 믿어요ㅠ
1490,1491,5,21.05.19.,아이들이 쓰기 순하고 좋아요애용하고 있어요,아이들이 쓰기 순하고 좋아요애용하고 있어요
1491,1492,5,21.05.03.,번들번들하지않고매트하게보송하게발려서너무좋네요,번들번들하지않고매트하게보송하게발려서너무좋네요
1492,1493,5,20.09.16.,주황색 사용하다가 초록으로 바꿔봐요 할인된 값에 사은품까지 완전 넉넉하고 올 세일기간보다 더 혜택 봤네요,주황색 사용하다가 초록으로 바꿔봐요 할인된 값에 사은품까지 완전 넉넉하고 올 세일기간보다 더 혜택 봤네요
1493,1494,5,21.05.20.,순하고 좋음 백탁이 심하지 않고 톤업으로 좋음,순하고 좋음 백탁이 심하지 않고 톤업으로 좋음
1494,1495,5,21.04.03.,최고예요,늘쓰던거에요독하지않고 번들거리지않아서 이거만 써요닥터지 행사가보다 싸네요 ㅎㅎ잘쓸게요유통기한도 길고 넘 좋아요
1495,1496,5,21.04.29.,저렴하게 잘 구입했습니다 감사합니다,저렴하게 잘 구입했습니다 감사합니다
1496,1497,5,21.05.08.,생각보다 백탁현상도 없고 좋아요무향에 가까워서 더 좋고요딸아이랑 하나씩 나눠서 잘 쓰고 있어요,생각보다 백탁현상도 없고 좋아요무향에 가까워서 더 좋고요딸아이랑 하나씩 나눠서 잘 쓰고 있어요
1497,1498,4,21.04.20.,썬크림은 항상 건조해서 안바르고 다녔는데인생템 구했네요악건성인데 수분크림바르고 위에 바르면 촉촉해여백탁도 딱 좋아여 계속 판매해쥬세여 배송 빨라여,썬크림은 항상 건조해서 안바르고 다녔는데인생템 구했네요악건성인데 수분크림바르고 위에 바르면 촉촉해여백탁도 딱 좋아여계속 판매해쥬세여 배송 빨라여
1498,1499,5,20.12.27.,항상쓰던건데 싸게 잘샀어요 ㅎㅎ배송도 빨라요,항상쓰던건데 싸게 잘샀어요 ㅎㅎ배송도 빨라요
1499,1500,5,21.05.12.,좋아요,자극없고 백탁없고 촉촉하니 좋아요
1500,1501,4,21.05.18.,댓글이 좋아 사봤습니다 자전거 타는 남편도 나도 하나씩 쓰려고 구매합니다 써보구 다시댓글 쓰려합니다,댓글이 좋아 사봤습니다 자전거 타는 남편도 나도 하나씩 쓰려고 구매합니다 써보구 다시댓글 쓰려합니다
1501,1502,5,21.01.09.,성분이 좋아서 계속 쓰고 있는 제품이예요 요즘 코로나 때문에 마스크 쓰고 있어서 화장 잘 안하는데 백탁이 조금 있어서 오히려 좋네요 사은품도 챙겨주셔서 너무 좋아요,성분이 좋아서 계속 쓰고 있는 제품이예요 요즘 코로나 때문에 마스크 쓰고 있어서 화장 잘 안하는데 백탁이 조금 있어서 오히려 좋네요 사은품도 챙겨주셔서 너무 좋아요
1502,1503,4,21.05.05.,끈적임이 없어 하루 종일 뽀송뽀송 해요,끈적임이 없어 하루 종일 뽀송뽀송 해요
1503,1504,5,21.05.03.,그냥 로션 바르는거 같아요 너무 좋아요,그냥 로션 바르는거 같아요 너무 좋아요
1504,1505,5,21.01.05.,이거 세통째 쓰고있어요 너무 밀리지도 않고 적당한 촉촉함이여서 사용하기 딱 좋아요,이거 세통째 쓰고있어요 너무 밀리지도 않고 적당한 촉촉함이여서 사용하기 딱 좋아요
1505,1506,4,21.05.09.,좋아요,첨사용해봐요 아직 장단점은 잘모르겠고배송은 빠릅니다 평이 좋으니 기대해봅니다 이 제품에 정착하구파요
1506,1507,5,21.05.11.,진짜 선크림쓰면서 이렇게 완벽한 선크림은 처음 봅니다 짱,진짜 선크림쓰면서 이렇게 완벽한 선크림은 처음 봅니다 짱
1507,1508,5,21.01.12.,없어서는 안될템이에요지성피부라 잘 맞는데 건성이시면 좀 건조하실 것 같네용,없어서는 안될템이에요지성피부라 잘 맞는데 건성이시면 좀 건조하실 것 같네용
1508,1509,4,20.12.11.,원래 쓰던 것이어서 주문했는데 만족합니다 유통기한도 넉넉하구여 대신 배송이 조금 오래 걸렸습니다 그것 빼고는 다 만족해요 ,원래 쓰던 것이어서 주문했는데 만족합니다 유통기한도 넉넉하구여 대신 배송이 조금 오래 걸렸습니다 그것 빼고는 다 만족해요 
1509,1510,5,피엠제이.,닥터지 늘 쓰는데 그린은 첨구매해보네요신랑이랑 아이한테 선물하려고 샀어요,닥터지 늘 쓰는데 그린은 첨구매해보네요신랑이랑 아이한테 선물하려고 샀어요
1510,1511,5,21.05.09.,가격대비 정말 만족합니다 딸아이랑 같이 사용합니다,가격대비 정말 만족합니다 딸아이랑 같이 사용합니다
1511,1512,4,21.05.11.,엄청 촉촉하진 않은데발림성 무난백탁 무난수분 무난,엄청 촉촉하진 않은데발림성 무난백탁 무난수분 무난
1512,1513,5,21.05.05.,원래 썬크림 쓰면 얼굴에 막 나는대 이거는 하나도 안나고 좋아요 순하고 ㅎㅎ,원래 썬크림 쓰면 얼굴에 막 나는대 이거는 하나도 안나고 좋아요 순하고 ㅎㅎ
1513,1514,5,21.04.17.,믿고 구입,부모님 쓰실거라 주의성분 적다고 해서 믿고 구입해봅니다 순하면 좋겠어요
1514,1515,4,21.05.07.,딸들이 사용하는데 예전보다 촉촉함은 더한데 기름기가 많아진것 같아요,딸들이 사용하는데 예전보다 촉촉함은 더한데 기름기가 많아진것 같아요
1515,1516,5,21.05.06.,닥터지 썬크림 너무 좋아요,닥터지 그린마일드 썬크림은 기름기도 많지도 않고 바름성도 우수하고 사용하기 되게 좋습니다특히 선크림을 바르고나서 번들번들 거리지 않아서 사용하게 됩니다
1516,1517,5,21.05.07.,이제품이 피부가 제일 편안한거 같아 늘 구매하는 아이템입니다 좋아요,이제품이 피부가 제일 편안한거 같아 늘 구매하는 아이템입니다 좋아요
1517,1518,4,21.05.07.,민감성 피부라 샀는데 얼굴 따갑지 않고 백탁현상이 거의없어 좋아요,민감성 피부라 샀는데 얼굴 따갑지 않고 백탁현상이 거의없어 좋아요
1518,1519,5,21.04.29.,디렉터파이 추천템으로 샀어요 민감성,디렉터파이 추천템으로 샀어요민감성 피부인데 트러블없이 잘맞네요 
1519,1520,5,20.12.13.,유분기없어서 지성 피부에 좋아요동생이 잘 바르길래 재구매했어요,유분기없어서 지성 피부에 좋아요동생이 잘 바르길래 재구매했어요
1520,1521,5,21.04.29.,꼭 챙겨쓰는 제품,만족하며 쓰는 제품상품이 참 좋다고 느끼며 잘 사용하고 있습니다
1521,1522,5,21.04.21.,배송 빠르고 좋아요 발랐을 때 너무 기름지지 않아서 만족합니다,배송 빠르고 좋아요 발랐을 때 너무 기름지지 않아서 만족합니다
1522,1523,5,피엠제이.,아직 써보진 않았지만 가성비나 택비 배송면에서 만족스럽습니다,아직 써보진 않았지만 가성비나 택비 배송면에서 만족스럽습니다
1523,1524,5,21.01.10.,좀 묽은감이 있지만 촉촉하게 흡수 잘되서 메컵 전에 쓰기 좋아요,좀 묽은감이 있지만 촉촉하게 흡수 잘되서 메컵 전에 쓰기 좋아요
1524,1525,5,21.04.16.,로션같음,발림이 너무 좋구 톤업 없는것도 좋네용 로션 바르는 느낌이에요
1525,1526,5,20.12.21.,발림이 넘 좋아요 적당한 백탁이라굳이 화장이 필요없는ㄱ니 같아요 썬크림치고유수분 밸런스가 좋아 만족합니당,발림이 넘 좋아요 적당한 백탁이라굳이 화장이 필요없는ㄱ니 같아요 썬크림치고유수분 밸런스가 좋아 만족합니당
1526,1527,5,21.04.27.,원래 쓰던건데 다 써서 재구매 합니다,원래 쓰던건데 다 써서 재구매 합니다 제품은 순하고 좋아요
1527,1528,5,21.05.05.,좋아요,선크림 좋아요 딸아이와 함께 사용하는데 괜찮다고 하네요
1528,1529,5,21.04.23.,피부에 밀착되고 크게 백탁도 없어요,피부에 밀착되고 크게 백탁도 없어요 기능면에서도 좋네요
1529,1530,5,21.01.13.,두번째 쓰고있는데 좋아여 건성분들은 약간 건조하실수도,두번째 쓰고있는데 좋아여 건성분들은 약간 건조하실수도
1530,1531,5,21.04.14.,트러블 없이 항상 사용하면 발림성도 좋고 괜찮아요 추천,트러블 없이 항상 사용하면 발림성도 좋고 괜찮아요 추천
1531,1532,5,21.04.21.,최고예요,배송이 빠르고 포장을 꼼꼼하게 해서 좋았습니다 선크림이 부드럽고 발림성이 좋습니다 효과도 오래 가고 바르고 나서 기미가 좀 나아진거 같습니다 개 사서 잘 사용하고 있습니다
1532,1533,5,20.12.15.,쓰던거라 좋아요 순하고 백탁 없이 잘 발려요 근데 바르고 나면 쪼금 건조한데 저는 괜찮아요,쓰던거라 좋아요 순하고 백탁 없이 잘 발려요 근데 바르고 나면 쪼금 건조한데 저는 괜찮아요
1533,1534,5,21.05.04.,중학생딸이 사용하는데 저렴하게 으로 사서 좋아요,중학생딸이 사용하는데 저렴하게 으로 사서 좋아요
1534,1535,4,21.05.07.,여름이라 너무기름진건별로라서구매했어요 잘쓸께여,여름이라 너무기름진건별로라서구매했어요 잘쓸께여
1535,1536,4,21.04.29.,한여름빼고는 사계절 사용하기에 좋은 제품입니다,한여름빼고는 사계절 사용하기에 좋은 제품입니다
1536,1537,2,21.04.15.,닥터지 선크림 자주 사서 발랐는데 저렴해서 주문했습니다 바를때 오래된 화장품에서 나는 화학물질 냄새 같은 게 좀 나네요 유통기한 넘은 건 아니고 싸게 샀으니 얼른 써버리려,닥터지 선크림 자주 사서 발랐는데 저렴해서 주문했습니다 바를때 오래된 화장품에서 나는 화학물질 냄새 같은 게 좀 나네요 유통기한 넘은 건 아니고 싸게 샀으니 얼른 써버리려구요
1537,1538,5,21.01.06.,항상 쓰는 선크림입니다 백탁 없고 순하고 좋아요,항상 쓰는 선크림입니다 백탁 없고 순하고 좋아요
1538,1539,5,21.04.08.,늘 쓰던거예요 저렴하게 구매해서 만족스러워요 ,늘 쓰던거예요 저렴하게 구매해서 만족스러워요 
1539,1540,5,21.04.26.,햇빛 알레르기가 있어서 사용하는데 효과 좋아요,햇빛 알레르기가 있어서 사용하는데 효과 좋아요
1540,1541,5,21.05.10.,밀리지도 않고 번들거리지도 않고 딸추천으로 샀는데 좋아,밀리지도 않고 번들거리지도 않고 딸추천으로 샀는데 좋아요
1541,1542,5,21.04.19.,끈적이지 않고 산뜻하게 마무리되어서 좋습니다,끈적이지 않고 산뜻하게 마무리되어서 좋습니다
1542,1543,4,피엠제이.,몇년째 꾸준히 사용 중인 제품입니다 지성 민감 복합성 피부에 무리없이 사용 중이에요,몇년째 꾸준히 사용 중인 제품입니다 지성 민감 복합성 피부에 무리없이 사용 중이에요
1543,1544,4,21.05.05.,쓰던거예요초등아이도 바르고 온가족이 다써요,쓰던거예요초등아이도 바르고 온가족이 다써요
1544,1545,5,21.05.04.,군에 가 있는 아들이 고르고 골라 구입했습니다,군에 가 있는 아들이 고르고 골라 구입했습니다
1545,1546,5,21.04.28.,항상쓰고있는제품이네요  했서 재구해어요,항상쓰고있는제품이네요  했서 재구해어요
1546,1547,4,21.04.20.,항상 쓰는 제품입니다 좋아용 많이 파세용,항상 쓰는 제품입니다 좋아용많이 파세용
1547,1548,4,21.04.25.,무난하게 발라지네요처음 써보는데 괜찮아요,무난하게 발라지네요처음 써보는데 괜찮아요
1548,1549,5,21.04.23.,최고예요,이제 여름이라 덜 번들거리는 선크림을 찾다가 닥터지 선크림 성분이 좋아서 사봤어요향이 없어서 좋네요
1549,1550,5,21.05.05.,가족 모두 사용해서 자주 구매해요좋습니다,가족 모두 사용해서 자주 구매해요좋습니다
1550,1551,5,21.04.21.,부드럽게 발리고 흡수도 좋아요필수품입니다,부드럽게 발리고 흡수도 좋아요필수품입니다
1551,1552,5,21.05.05.,순해서 좋아요 다만 사은품이 많지 않네요,순해서 좋아요 다만 사은품이 많지 않네요
1552,1553,4,21.05.03.,아직안썼는데추천받은거라서 좋을것같아요,아직안썼는데추천받은거라서 좋을것같아요
1553,1554,5,21.05.02.,다행히 써봤던 제품이라 에서 구매했어요,다행히 써봤던 제품이라 에서 구매했어요
1554,1555,4,21.05.04.,아직 사용은 안해봤지만 기대하고 있어요,아직 사용은 안해봤지만 기대하고 있어요
1555,1556,5,21.04.17.,굿굿 아주좋아요 왕ㄱㅓ니입니자 사세요,굿굿 아주좋아요 왕ㄱㅓ니입니자 사세요
1556,1557,2,21.05.09.,생각보다 유분기가 있고 화장이 밀려요,생각보다 유분기가 있고 화장이 밀려요
1557,1558,5,21.04.24.,믿고 쓰는 닥터지 좋은상품 감사합니다,믿고 쓰는 닥터지 좋은상품 감사합니다
1558,1559,5,21.05.09.,최고예요,배송도빠르고 유통기간도 길고 좋아요
1559,1560,5,21.05.01.,촉촉하고 번들거리지 않아 좋습니다,촉촉하고 번들거리지 않아 좋습니다
1560,1561,5,21.04.24.,최고예요,자극적이지 않고 발림성도 좋고 좋아요
1561,1562,5,21.04.21.,좋아요,끈적임 없어서 여름에 바르기 괜찮아요
1562,1563,5,20.12.31.,동생이랑 같이 사용중인데 너무 좋아요,동생이랑 같이 사용중인데 너무 좋아요
1563,1564,5,21.04.20.,발림성좋고 밀리지 않아서 이것만 써요,발림성좋고 밀리지 않아서 이것만 써요
1564,1565,4,21.04.20.,항상 쓰던 제품이라 부드럽고 좋아요,항상 쓰던 제품이라 부드럽고 좋아요
1565,1566,4,21.04.21.,끈적임이 없이 잘 스며드는것 같아요,끈적임이 없이 잘 스며드는것 같아요
1566,1567,5,21.04.30.,잘 스며들고 끈적이지않아서 좋네요,잘 스며들고 끈적이지않아서 좋네요
1567,1568,5,21.04.27.,최고예요,중딩 아이가 늘 사용하는 제품입니다
1568,1569,5,21.04.06.,부드럽게 잘 발려요 매우 만족합니다,부드럽게 잘 발려요 매우 만족합니다
1569,1570,5,21.04.12.,너무너무 맘에들어요 다사용하게되면 더구매할예정이예요 번창하세요,너무너무 맘에들어요 다사용하게되면 더구매할예정이예요 번창하세요
1570,1571,5,21.04.22.,최고예요,선크림중에 제일 무난하고 좋습니다
1571,1572,5,21.04.24.,뭐 딱히 흠잡을데 없이 만족합니다,뭐 딱히 흠잡을데 없이 만족합니다
